r v real_class
1.258 0.876 ITL
1.628 0.341 BS
1.687 0.756 BS
1.419 1.093 BS
1.702 0.756 BS
1.638 0.403 BS
1.723 0.282 BS
1.341 0.064 BS
1.355 0.38 BS
1.545 0.442 BS
1.585 0.385 BS
1.464 0.146 BS
1.935 0.107 BS
1.409 0.389 BS
1.775 0.614 BS
0.699 0.568 BS
1.795 0.964 BS
1.513 0.787 BS
2.175 0.147 BS
2.042 0.202 BS
1.54 0.751 BS
1.944 0.222 BS
1.037 0.057 BS
1.869 0.063 BS
1.623 0.083 BS
1.426 0.335 BS
1.227 0.013 BS
0.805 0.028 BS
0.569 0.14 BS
0.713 0.224 IN
1.005 0.103 BS
0.523 0.303 IN
2.204 0.118 BS
1.548 0.294 BS
1.217 0.047 BS
1.535 0.42 BS
1.274 0.183 BS
1.74 0.402 BS
1.497 0.379 BS
1.664 0.814 BS
1.802 0.523 BS
1.372 0.332 BS
0.359 0.247 BS
2.236 0.509 BS
2.058 0.426 BS
2.09 0.54 BS
2.014 0.281 BS
1.632 0.145 BS
1.558 0.042 BS
1.659 0.295 BS
1.255 0.179 BS
1.592 0.536 BS
1.706 0.314 BS
1.654 0.334 BS
1.523 0.332 BS
1.457 0.37 BS
1.722 0.142 BS
1.519 0.209 BS
2.088 0.276 BS
1.996 0.325 BS
1.775 0.008 BS
1.875 0.304 BS
1.543 0.198 BS
1.813 0.244 BS
1.683 0.402 BS
1.748 0.596 BS
1.401 0.059 IN
0.597 0.234 IN
1.362 0.691 IN
1.368 0.966 BS
1.385 0.806 BS
1.396 0.524 IN
1.005 0.06 BS
1.523 0.217 BS
1.079 0.007 BS
0.609 0.233 BS
0.734 0.811 BS
1.64 0.401 BS
1.706 0.028 BS
1.718 0.26 IN
1.662 0.64 CL
1.8 0.067 IN
1.413 0.405 BS
0.685 0.244 ITL
0.882 0.027 ITL
0.739 0.182 BS
1.151 1.034 BS
1.341 0.568 BS
1.544 0.705 BS
1.779 0.664 BS
1.394 0.044 BS
1.126 0.863 BS
1.25 1.051 BS
1.396 0.182 BS
1.497 0.347 BS
1.297 0.364 BS
1.937 1.035 IN
1.372 0.524 BS
1.284 0.381 BS
1.706 0.412 BS
1.401 0.875 ITL
1.353 0.455 ITL
1.037 0.626 ITL
0.83 0.044 ITL
0.802 0.25 ITL
0.837 0.38 ITL
1.507 0.43 ITL
1.326 0.43 ITL
1.247 0.319 ITL
1.544 0.904 BS
1.181 0.588 BS
2.387 0.535 IN
2.832 0.99 IN
2.636 0.523 IN
2.65 0.898 IN
2.571 0.71 IN
2.709 0.489 IN
1.801 1.083 IN
2.965 1.735 ITL
1.967 1.807 ITL
1.128 1.721 ITL
2.294 0.389 IN
2.387 0.306 IN
2.088 0.237 IN
1.746 0.135 IN
2.251 0.473 IN
1.835 0.167 IN
1.508 0.273 IN
1.89 0.184 IN
2.576 0.467 IN
2.648 0.778 IN
2.443 0.509 IN
2.15 0.511 IN
1.726 0.83 IN
1.739 0.765 IN
1.853 0.015 IN
2.031 0.479 IN
1.881 0.896 IN
1.692 0.335 IN
0.729 1.104 IN
2.03 0.354 IN
2.87 0.384 IN
2.916 0.541 IN
2.962 0.617 IN
2.913 0.516 IN
2.431 0.395 IN
2.356 0.197 IN
2.413 0.498 IN
1.306 0.416 IN
1.449 1.076 IN
1.605 0.639 IN
0.904 1.076 IN
1.292 0.52 IN
2.043 0.117 ITL
0.821 0.807 IN
2.52 1.322 ITL
1.993 0.621 IN
2.687 0.098 ITL
2.855 1.209 ITL
2.824 0.493 IN
2.164 0.248 IN
0.745 0.348 IN
2.261 0.337 ITL
0.961 0.029 IN
1.226 1.158 ITL
2.239 0.116 ITL
2.912 0.297 IN
0.563 0.48 IN
2.699 0.607 IN
2.71 0.53 IN
0.78 1.068 IN
1.25 1.15 ITL
0.656 0.524 ITL
0.887 0.675 IN
1.287 0.071 IN
2.675 0.344 IN
0.576 0.39 IN
2.926 1.299 ITL
1.346 1.095 ITL
1.993 0.279 IN
0.752 0.225 IN
2.93 0.207 ITL
2.948 0.846 ITL
2.979 0.012 ITL
1.869 0.538 ITL
0.748 0.9 IN
1.658 0.484 IN
1.802 0.96 ITL
2.243 0.502 IN
2.626 1.254 ITL
0.633 1.279 ITL
0.876 1.475 ITL
1.461 1.206 IN
0.961 0.004 IN
2.804 1.588 ITL
2.813 0.181 IN
2.297 0.423 IN
2.968 0.491 IN
2.09 0.57 ITL
2.907 0.059 ITL
2.782 0.203 IN
2.812 0.748 ITL
2.968 0.107 IN
2.254 0.445 ITL
1.268 0.777 IN
2.209 0.889 ITL
2.071 0.478 BS
2.407 0.378 BS
1.5 0.196 BS
1.455 0.052 BS
1.447 0.04 BS
1.383 0.057 BS
1.344 0.025 BS
1.577 0.093 BS
1.834 0.54 BS
1.529 0.595 BS
1.838 0.128 BS
1.622 0.42 BS
1.985 0.416 BS
1.736 0.576 BS
1.54 0.515 BS
1.381 0.551 BS
1.654 0.856 BS
1.222 0.238 BS
1.607 0.001 BS
1.462 0.965 BS
1.471 0.32 BS
2.182 0.251 BS
0.339 0.257 CL
0.17 1.681 IN
0.861 0.576 IN
1.242 0.802 BS
0.574 0.687 CL
0.857 0.844 CL
0.615 0.212 CL
1.008 0.269 BS
0.891 0.112 CL
0.573 0.081 CL
0.796 0.021 CL
1.073 0.927 BS
0.596 0.305 CL
0.834 0.264 BS
0.22 1.122 CL
0.559 0.917 CL
0.853 0.1 BS
0.068 1.91 CL
0.715 0.017 CL
0.638 0.417 CL
0.715 0.61 CL
0.444 1.127 CL
0.41 0.072 CL
1.15 0.638 BS
0.159 1.729 RIN
0.826 0.221 CL
0.09 0.001 CL
0.671 0.286 CL
0.932 0.378 CL
0.37 0.841 BS
0.65 0.578 CL
0.48 0.262 CL
0.625 0.742 CL
0.151 0.057 CL
1.001 0.373 CL
0.462 0.525 CL
0.151 0.899 CL
0.701 0.59 CL
1.109 1.285 BS
1.044 0.701 CL
0.332 0.713 CL
0.529 0.835 CL
1.034 0.72 BS
0.626 0.8 CL
0.993 1.548 BS
0.554 0.204 RIN
0.957 0.375 BS
0.489 0.638 CL
0.33 1.935 CL
0.968 0.041 IN
1.299 0.867 BS
0.335 0.501 CL
0.239 1.395 RIN
1.085 0.123 BS
0.477 0.561 CL
0.783 0.148 CL
1.19 0.572 BS
0.52 0.154 RIN
0.739 0.702 CL
1.17 0.511 BS
1.044 0.046 BS
0.56 0.048 BS
1.226 0.185 BS
1.19 0.571 BS
0.169 0.67 CL
0.317 1.247 CL
0.45 1.267 RIN
1.019 0.903 BS
1.227 1.255 BS
0.399 0.881 CL
0.546 1.004 RIN
0.862 0.414 IN
0.422 1.15 CL
0.315 0.071 CL
0.406 1.066 CL
0.236 1.068 CL
0.217 0.414 RIN
0.809 0.931 CL
0.161 2.148 RIN
0.217 2.209 RIN
1.301 0.116 BS
0.532 1.577 RIN
0.358 0.498 RIN
0.713 0.081 CL
1.141 0.892 BS
0.837 0.146 RIN
0.672 1.016 CL
0.997 1.354 BS
0.288 2.531 RIN
0.603 0.11 RIN
0.589 0.358 CL
0.871 0.559 BS
0.578 0.78 RIN
0.482 1.402 IN
0.697 1.639 RIN
0.385 0.174 RIN
0.303 1.422 CL
0.154 1.687 RIN
0.05 0.55 CL
0.46 0.668 CL
0.481 1.074 RIN
0.392 0.818 CL
0.679 0.92 RIN
0.936 0.707 RIN
0.391 0.013 CL
1.289 0.258 BS
1.192 0.24 BS
1.31 0.452 IN
0.393 1.291 BS
0.553 1.385 RIN
1.146 0.487 BS
0.521 1.476 RIN
0.693 0.348 CL
0.671 1.455 IN
0.371 1.031 CL
0.272 0.893 CL
0.928 0.35 BS
0.745 0.83 CL
0.693 0.163 RIN
1.01 1.381 IN
1.255 0.369 BS
0.353 1.316 CL
0.784 0.7 CL
0.252 0.954 RIN
0.783 0.898 BS
1.269 0.369 BS
0.097 0.927 RIN
1.332 0.763 BS
0.338 1.478 CL
0.472 2.11 RIN
0.818 0.494 CL
1.191 0.92 BS
0.373 0.268 CL
0.231 1.814 RIN
1.196 0.282 BS
0.608 1.491 RIN
1.203 0.555 BS
0.044 0.832 CL
0.766 1.351 RIN
0.403 0.551 CL
0.569 1.47 CL
0.939 0.153 CL
0.595 1.14 RIN
0.846 0.108 CL
0.737 0.935 RIN
0.699 0.127 CL
0.76 1.494 RIN
0.1 0.902 CL
0.218 0.968 CL
0.212 0.576 CL
0.487 1.789 RIN
0.691 0.154 RIN
0.803 0.126 RIN
0.793 0.143 RIN
0.449 1.614 RIN
0.973 0.084 BS
0.742 0.54 RIN
0.045 0.42 RIN
0.796 1.175 BS
0.689 1.116 RIN
0.452 0.825 CL
1.297 0.628 BS
0.324 1.293 CL
0.15 0.654 RIN
0.441 0.311 CL
0.969 0.71 CL
1.055 0.165 BS
0.546 0.829 RIN
0.444 0.525 BS
1.001 0.996 IN
1.241 0.027 IN
0.499 0.655 RIN
0.78 0.387 RIN
0.49 0.524 CL
0.642 0.755 CL
0.323 0.114 CL
1.191 0.272 BS
0.581 1.217 CL
0.788 0.207 BS
0.607 0.002 RIN
0.562 0.383 CL
0.666 0.648 RIN
1.047 0.489 BS
0.881 0.21 CL
0.846 1.34 RIN
1.074 1.127 BS
0.543 0.932 CL
0.857 0.034 BS
0.947 0.467 BS
0.629 0.046 CL
1.267 0.19 IN
0.694 0.031 CL
0.883 1.137 CL
1.028 0.071 BS
1.118 1.286 IN
0.8 0.574 RIN
0.393 0.7 CL
0.771 0.602 CL
1.328 0.473 BS
0.856 1.459 BS
0.486 1.631 IN
0.195 0.296 RIN
0.732 1.424 RIN
0.592 0.41 CL
0.178 2.679 RIN
0.618 0.364 RIN
0.648 1.505 RIN
0.984 1.112 CL
0.508 2.18 RIN
0.675 0.834 RIN
1.258 0.042 IN
0.882 1.535 IN
1.108 0.423 BS
0.4 0.4 RIN
0.681 0.15 RIN
0.615 0.329 CL
1.019 1.161 IN
0.494 0.391 RIN
0.959 0.293 RIN
0.534 0.269 CL
0.147 2.439 RIN
0.124 0.064 CL
1.128 0.243 BS
0.478 0.421 CL
0.018 0.113 CL
0.173 1.798 RIN
1.238 0.501 BS
0 0 CL
0.775 1.117 IN
0.353 0.433 BS
1.207 0.938 BS
1.313 0.708 BS
1.53 0.22 BS
1.482 0.286 BS
1.945 0.387 BS
1.345 0.377 BS
1.486 0.333 BS
2.554 0.326 BS
2.478 0.305 BS
2.663 0.38 BS
1.83 0.091 BS
1.28 0.079 BS
1.73 0.408 BS
1.202 0.143 BS
1.494 0.194 BS
1.697 0.305 IN
2.036 0.269 BS
1.547 0.262 BS
1.257 0.021 BS
1.404 0.401 BS
1.321 0.233 BS
1.381 0.456 BS
0.79 0.894 BS
1.279 0.311 BS
1.632 0.952 BS
1.506 0.599 BS
2.096 0.446 BS
1.396 0.164 BS
2.025 0.116 BS
1.53 0.357 BS
1.104 0.271 IN
2.377 0.451 IN
1.692 0.017 IN
1.946 0.303 IN
2.088 0.293 IN
2.084 0.277 IN
2.067 0.002 IN
1.941 0.463 IN
1.89 0.316 BS
2.392 0.278 IN
2.044 0.182 IN
1.635 0.471 IN
2.306 0.123 IN
2.126 0.133 BS
2.124 0.114 BS
1.389 0.371 IN
1.572 0.056 BS
1.938 0.161 BS
1.897 0.06 BS
2.244 0.167 BS
1.574 0.057 BS
1.502 0.761 IN
1.534 0.01 IN
1.649 0.036 BS
1.935 0.263 BS
1.559 0.409 BS
1.718 0.057 BS
1.629 0.984 IN
1.44 1.174 IN
2.162 0.081 BS
2.188 0.47 BS
1.242 0.184 BS
1.496 0.183 BS
1.41 0.298 BS
1.441 0.056 IN
1.969 0.413 BS
1.147 0.123 BS
1.695 0.463 BS
1.346 0.689 IN
1.558 0.892 IN
1.965 0.756 IN
1.372 0.235 BS
1.633 0.182 BS
1.869 0.288 BS
1.863 0.458 IN
1.979 0.181 CL
0.962 0.515 BS
1.551 0.009 IN
1.661 0.084 BS
1.168 1.113 IN
1.58 0.323 IN
1.068 0.364 BS
0.942 0.691 BS
0.954 0.343 CL
2.059 0.289 BS
2.814 0.516 BS
2.021 0.034 BS
2.289 0.76 BS
0.935 0.451 BS
2.56 0.403 IN
2.145 0.239 BS
1.334 0.665 BS
1.94 0.048 BS
2.037 0.195 BS
1.758 0.407 IN
1.268 0.821 BS
2.334 1.07 ITL
0.487 1.642 ITL
2.035 0.329 ITL
1.947 0.407 ITL
2.655 1.305 ITL
2.861 1.227 ITL
2.751 1.433 ITL
1.342 1.175 ITL
1.219 1.163 ITL
1.247 1.225 ITL
1.235 0.111 ITL
1.175 0.187 ITL
2.669 0.002 IN
2.777 0.685 IN
2.736 0.659 IN
2.822 0.619 IN
2.895 0.454 IN
2.663 1.224 ITL
2.639 1.193 ITL
2.675 0.159 IN
2.382 0.736 ITL
2.512 1.318 ITL
0.106 0.855 IN
0.055 0.736 IN
2.756 1.304 ITL
2.145 1.297 ITL
2.289 1.29 ITL
2.379 1.319 ITL
2.683 1.505 ITL
2.52 1.306 ITL
2.474 1.298 ITL
2.288 1.08 ITL
1.46 0.488 IN
2.733 0.254 ITL
2.145 2.78 ITL
1.833 0.012 IN
1.537 0.087 ITL
2.464 0.28 ITL
0.63 2.014 ITL
0.596 2.556 ITL
2.742 1.127 ITL
2.637 0.128 ITL
2.159 0.302 ITL
1.832 1.848 ITL
2.748 1.778 ITL
2.242 1.918 ITL
2.8 0.184 ITL
2.507 0.268 ITL
1.973 2.902 ITL
0.768 0.629 ITL
1.506 2 ITL
1.491 2.053 ITL
1.887 0.253 ITL
1.919 0.418 ITL
2.603 0.079 ITL
1.399 2.812 ITL
2.003 0.469 ITL
0.862 0.208 ITL
2.526 2.855 ITL
2.758 0.616 ITL
1.302 0.033 ITL
2.56 0.209 ITL
2.933 0.564 ITL
1.748 1.533 ITL
2.942 1.906 ITL
2.135 0.749 ITL
1.641 2.059 ITL
2.053 0.188 ITL
2.62 0.082 ITL
1.69 0.293 ITL
2.357 0.625 ITL
2.436 0.949 ITL
2.968 0.18 IN
2.859 0.058 ITL
2.339 0.105 ITL
1.842 1.424 ITL
2.941 0.307 ITL
2.485 0.425 ITL
1.675 0.149 ITL
2.961 1.724 ITL
2.436 0.686 ITL
2.297 0.066 ITL
2.394 0.274 ITL
2.301 0.006 ITL
2.568 0.957 ITL
2.123 1.918 ITL
2.149 0.139 ITL
2.432 0.18 ITL
2.126 0.722 ITL
2.155 0.664 ITL
2.287 0.145 ITL
2.336 0.589 ITL
1.234 0.47 IN
1.966 2.501 ITL
1.761 2.636 ITL
1.744 2.659 ITL
2.673 1.147 ITL
2.632 1.066 ITL
2.966 2.949 ITL
2.064 2.914 ITL
2.261 0.158 ITL
2.825 0.993 ITL
2.831 0.988 ITL
2.075 0.039 ITL
2.26 0.049 ITL
2.485 0.129 ITL
2.505 0.005 IN
2.448 0.206 IN
2.481 0.11 IN
2.497 0.017 IN
1.479 0.296 ITL
1.403 0.299 ITL
1.729 0.585 ITL
1.648 0.23 ITL
1.751 0.41 ITL
2.994 2.148 ITL
2.562 2.257 ITL
2.985 2.081 ITL
1.505 0.236 ITL
1.385 0.086 ITL
1.495 0.139 ITL
1.552 0.2 ITL
1.628 0.001 ITL
2.445 0.157 IN
1.96 0.199 ITL
2.379 0.135 ITL
2.544 0.121 ITL
2.377 0.136 ITL
1.997 0.477 ITL
1.577 0.213 IN
1.578 0.081 IN
1.635 0.302 IN
2.019 0.536 IN
2.146 0.348 IN
2.011 0.147 IN
2.803 0.266 ITL
2.638 0.412 ITL
1.721 0.013 IN
2.063 0.143 IN
2.144 0.224 IN
2.14 0.111 IN
2.137 0.135 IN
2.225 0.304 IN
2.182 0.248 IN
2.566 0.262 IN
2.29 0.19 IN
2.433 0.247 IN
2.993 0.178 IN
2.098 0.562 IN
1.339 0.566 ITL
1.564 0.908 ITL
2.553 0.505 ITL
2.964 0.067 IN
2.754 1.727 ITL
2.529 1.307 ITL
2.866 0.697 ITL
2.363 0.227 IN
1.315 1.673 ITL
2.315 2.676 ITL
2.239 0.088 IN
1.908 0.52 IN
1.285 0.635 ITL
2.464 1.844 ITL
2.612 0.352 IN
2.308 2.708 ITL
2.51 1.056 ITL
2.673 0.388 IN
2.624 1.183 ITL
2.617 0.326 IN
2.306 0.05 IN
2.906 0.108 ITL
2.859 0.267 IN
1.769 2.26 ITL
0.389 0.289 ITL
0.869 0.23 ITL
2.124 0.223 ITL
1.681 0.352 IN
2.95 0.288 ITL
2.351 0.061 IN
2.098 0.936 ITL
2.522 0.041 IN
2.173 0.232 IN
2.76 0.13 ITL
2.557 0.8 ITL
2.616 0.209 IN
1.218 0.856 ITL
2.27 0.08 IN
2.983 0.457 ITL
1.64 1.878 ITL
0.985 0.753 ITL
0.463 0.6 ITL
2.544 2.738 ITL
2.315 0.404 ITL
2.641 0.727 ITL
2.782 0.01 ITL
2.9 0.273 IN
2.732 0.149 IN
1.218 1.244 ITL
1.859 0.336 IN
1.919 0.783 ITL
2.542 0.24 IN
2.854 0.729 ITL
0.971 0.922 ITL
2.272 1.37 ITL
1.52 0.559 ITL
1.535 1.604 ITL
2.448 2.396 ITL
2.391 0.084 ITL
1.109 0.945 ITL
1.474 0.072 ITL
2.505 0.401 IN
0.443 2.986 ITL
1.82 0.641 ITL
2.372 1.248 ITL
1.85 1.511 ITL
2.618 0.082 ITL
2.998 0.262 IN
1.438 0.635 IN
2.868 0.677 ITL
0.857 0.693 IN
2.288 0.024 ITL
1.151 0.537 IN
2.038 0.267 ITL
2.27 0.827 ITL
2.651 0.138 IN
2.213 0.638 ITL
1.793 0.319 ITL
0.318 0.888 ITL
1.633 1.534 ITL
2.064 1.043 ITL
0.92 1.051 IN
2.572 0.714 ITL
2.207 1.117 ITL
1.939 1.271 ITL
2.92 1.211 ITL
2.898 1.159 ITL
1.503 1.835 ITL
1.987 0.047 IN
2.091 0.25 IN
1.482 0.352 ITL
2.414 0.628 ITL
2.92 0.472 ITL
1.413 0.894 ITL
2.209 0.168 IN
1.182 1.517 ITL
1.22 1.522 ITL
2.37 1.881 ITL
2.652 1.766 ITL
1.302 1.321 ITL
2.123 1.173 ITL
0.484 2.15 ITL
2.848 1.34 ITL
1.652 1.004 ITL
2.011 0.3 ITL
2.163 0.494 ITL
1.758 1.495 ITL
0.625 1.738 ITL
0.399 0.15 ITL
1.77 1.009 ITL
0.87 0.848 ITL
0.832 0.534 ITL
1.944 0.947 ITL
1.953 0.263 IN
2.389 1.306 ITL
2.21 0.981 ITL
2.469 0.117 IN
2.221 0.189 IN
2.202 1.393 ITL
2.51 0.155 ITL
2.992 0.66 ITL
0.807 0.448 ITL
2.078 0.767 ITL
1.949 0.803 ITL
2.775 0.343 IN
1.367 1.283 ITL
1.441 1.247 ITL
0.718 0.483 ITL
2.691 1.774 ITL
2.17 0.836 ITL
1.672 2.183 ITL
2.33 0.496 ITL
1.332 1.429 ITL
2.309 2.518 ITL
1.974 0.905 ITL
1.674 1.843 ITL
1.457 0.956 ITL
1.233 0.642 ITL
1.897 0.438 ITL
1.865 0.425 ITL
2.271 1.223 ITL
2.297 0.214 IN
2.883 0.683 ITL
2.172 0.628 ITL
2.948 0.835 ITL
1.809 1.456 ITL
1.992 0.269 IN
1.781 0.307 IN
1.753 1.262 ITL
1.837 1.227 ITL
1.692 1.604 ITL
1.904 0.31 IN
1.906 0.382 IN
2.968 0.522 IN
1.497 0.55 IN
1.748 0.518 IN
2.973 0.163 IN
2.841 0.259 IN
2.99 0.132 ITL
2.186 1.075 ITL
1.663 0.828 ITL
2.826 0.026 IN
2.968 0.188 ITL
2.28 0.871 ITL
0.608 0.569 ITL
1.043 0.4 ITL
2.001 0.235 IN
1.852 0.386 ITL
1.783 0.39 ITL
1.964 0.281 IN
2.108 0.155 IN
2.553 1.844 ITL
2.587 1.792 ITL
2.305 0.885 ITL
1.605 0.208 IN
1.616 0.345 IN
1.749 0.966 ITL
1.733 1.066 ITL
2.472 0.339 IN
0.669 0.423 IN
1.709 0.502 IN
1.659 1.157 ITL
2.189 1.312 ITL
2.826 0.123 ITL
2.87 0.626 ITL
2.949 0.007 IN
2.283 1.413 ITL
0.367 0.675 ITL
0.429 0.675 ITL
2.575 0.424 ITL
1.271 0.209 IN
1.387 0.563 IN
1.267 0.698 IN
2.199 0.209 IN
2.133 0.228 IN
1.509 0.348 IN
1.106 0.237 IN
1.961 0.501 IN
1.524 0.589 IN
1.503 0.422 IN
1.578 0.496 IN
1.355 0.55 IN
1.667 0.11 IN
1.643 0.106 IN
2.036 0.391 IN
1.002 0.085 IN
1.16 0.72 IN
0.991 0.609 IN
1.871 0.144 IN
2.354 0.243 IN
1.062 0.685 IN
1.458 0.131 IN
1.642 0.083 IN
1.811 0.191 IN
1.49 0.413 IN
1.96 0.412 IN
2.014 0.124 IN
2.895 0.22 IN
2.636 0.457 IN
2.322 0.348 IN
1.696 1.149 IN
1.887 0.324 IN
1.223 0.881 IN
1.108 0.785 IN
1.363 1.119 IN
1.489 0.25 IN
0.589 0.124 IN
0.749 0.01 IN
1.654 0.692 IN
2.363 0.037 IN
2.377 0.039 IN
2.7 0.409 IN
1.595 0.145 IN
2.229 1.191 ITL
2.256 1.035 ITL
2.99 0.978 ITL
2.86 0.96 ITL
2.95 1.066 ITL
2.883 0.969 ITL
2.917 0.665 ITL
2.958 0.648 ITL
2.729 0.73 ITL
2.875 0.735 ITL
2.551 0.764 ITL
0.857 0.089 IN
0.878 0.095 IN
0.848 0.174 IN
1.691 0.572 ITL
1.476 0.504 ITL
1.682 0.33 ITL
1.551 0.458 ITL
1.744 0.46 ITL
1.967 0.658 ITL
2.036 0.589 ITL
2.899 0.181 ITL
2.779 0.229 ITL
2.928 0.514 ITL
2.883 0.431 ITL
2.545 0.122 ITL
1.923 0.062 IN
2.292 0.371 ITL
2.403 0.315 ITL
2.634 0.208 ITL
2.649 0.396 ITL
2.75 0.25 ITL
2.53 0.11 ITL
1.079 0.136 ITL
1.895 0.148 ITL
1.911 0.155 ITL
1.727 0.146 ITL
1.438 0.228 IN
1.295 0.199 IN
1.317 0.23 IN
2.23 0.075 ITL
2.405 0.343 ITL
2.111 0.299 ITL
2.149 0.358 ITL
2.254 0.421 ITL
2.12 0.017 ITL
1.944 0.066 ITL
2.165 0.09 ITL
2.661 0.008 ITL
2.648 0.194 ITL
1.683 0.375 ITL
2.112 0.247 ITL
2.595 0.462 ITL
1.491 0.397 BS
1.483 0.083 CL
1.896 0.599 BS
2.238 0.305 BS
1.672 0.169 BS
1.929 0.046 BS
1.147 0.332 BS
1.562 0.401 BS
1.243 0.954 BS
2.689 0.371 ITL
1.783 0.467 BS
2.204 0.344 BS
2.024 1.057 BS
2.433 0.618 IN
0.925 0.949 BS
2.533 0.209 ITL
2.154 1.103 BS
2.237 1.113 BS
1.487 0.087 BS
1.694 0.662 BS
2.638 0.394 IN
1.928 0.856 BS
1.022 0.646 BS
0.282 0.737 IN
1.759 0.168 BS
1.664 0.217 BS
1.607 0.275 IN
1.776 0.492 BS
1.887 0.276 BS
2.043 0.643 IN
1.153 0.72 BS
1.129 0.691 BS
1.573 1.044 BS
1.211 0.68 ITL
0.799 0.373 BS
1.307 0.283 BS
1.339 0.284 BS
0.647 1.012 CL
0.336 1.255 CL
0.315 0.571 CL
0.683 1.166 CL
0.623 0.482 CL
0.437 0.01 CL
0.317 1.126 CL
0.893 0.082 CL
0.521 0.992 BS
0.802 0.979 CL
0.476 0.525 CL
0.916 0.085 CL
0.814 0.691 CL
0.672 0.511 CL
0.329 0.885 CL
1.164 0.514 BS
0.204 1.794 CL
0.447 0.803 RIN
0.339 0.157 CL
1.039 1.603 IN
0.283 0.872 CL
0.552 0.845 CL
0.861 0.816 CL
0.648 0.191 CL
0.45 0.632 CL
0.672 0.366 CL
0.107 0.385 CL
1.007 0.264 BS
0.267 1.085 CL
0.877 0.857 CL
1.127 0.533 BS
0.824 0.435 CL
0.532 0.098 CL
1.055 0.248 CL
0.386 0.939 RIN
0.589 0.008 CL
0.41 1.744 CL
0.62 0.265 BS
1.186 0.394 IN
0.692 0.797 CL
0.867 0.209 BS
1.092 1.002 BS
0.764 0.382 CL
1.106 0.513 BS
0.192 1.115 RIN
0.792 0.654 IN
0.389 1.375 CL
0.607 1.216 CL
0.466 1.213 BS
0.756 1.065 CL
0.739 0.004 CL
0.617 1.275 CL
1.101 0.263 BS
1.065 0.308 BS
0.904 1.356 BS
1.08 0.135 BS
0.7 0.552 CL
1.231 0.26 IN
0.146 0.363 CL
0.543 0.387 CL
0.922 1.579 BS
0.156 1.153 CL
0.19 0.997 RIN
0.597 0.254 CL
1.285 0.292 BS
0.175 0.747 CL
0.804 0.754 CL
0.756 1.2 BS
0.356 1.347 CL
1.289 0.203 IN
1.038 0.004 CL
0.191 2.272 CL
0.715 1.646 CL
0.166 0.81 CL
0.778 0.041 BS
1.074 0.951 BS
0.244 1.49 CL
0.475 1.545 CL
0.739 0.301 BS
0.471 1.097 CL
0.85 0.092 CL
0.782 0.853 IN
0.665 0.444 CL
0.565 1.266 BS
0.551 1.678 RIN
0.688 0.25 CL
1.296 0.168 BS
0.71 1.205 CL
0.947 0.763 IN
1.334 0.366 BS
1.034 0.896 IN
0.624 0.029 CL
0.759 0.457 CL
0.425 1.539 RIN
0.111 0.481 CL
0.624 0.266 CL
0.305 0.709 BS
0.552 0.061 CL
0.325 1.702 RIN
1.173 0.071 BS
1.122 0.455 BS
0.465 0.103 BS
0.374 0.787 CL
0.229 0.239 CL
0.543 0.22 CL
0.599 1.514 CL
0.378 0.076 RIN
1.179 1.696 IN
0.572 0.229 RIN
0.75 1.058 BS
0.265 0.312 RIN
0.701 0.76 CL
0.811 0.332 CL
0.16 1.875 RIN
0.482 0.167 IN
0.859 1.038 BS
1.102 0.99 IN
0.85 0.673 CL
0.947 1.322 BS
0.899 0.83 RIN
0.702 1.546 RIN
0.087 1.357 CL
1.015 0.866 IN
0.367 0.756 BS
0.417 0.977 IN
1.15 0.237 BS
0.796 0.451 BS
0.821 1.682 RIN
0.237 2.243 CL
0.704 1.305 BS
1.107 0.629 BS
0.555 0.934 CL
0.679 1.498 CL
0.649 1.35 RIN
0.504 1.053 RIN
0.447 1.395 RIN
1.054 0.504 IN
0.681 0.298 CL
0.783 1.92 RIN
0.431 1.183 CL
0.679 0.278 CL
0.567 0.574 RIN
0.755 0.264 CL
0.522 1.365 RIN
0.374 0.093 BS
1.162 1.145 IN
0.687 0.034 CL
0.395 1.124 CL
0.71 0.294 CL
0.263 1.763 RIN
0.35 1.011 IN
0.11 0.599 CL
1.154 1.15 BS
0.592 1.796 RIN
1.089 0.427 BS
1.195 0.135 BS
0.79 0.315 CL
1.015 0.966 IN
0.828 0.933 BS
0.88 0.381 CL
0.517 0.301 RIN
0.543 0.037 CL
0.964 0.453 CL
0.357 0.942 RIN
1.035 0.974 BS
0.462 0.87 IN
0.86 1.797 BS
0.385 0.127 CL
0.973 0.619 BS
0.617 0.147 CL
0.144 1.003 CL
0.762 1.154 BS
0.25 1.236 RIN
0.844 0.155 CL
0.392 0.109 CL
0.229 0.899 CL
1.281 0.129 IN
0.747 0.121 CL
0.618 0.708 CL
1.111 1.254 BS
0.686 0.541 RIN
0.044 0.49 RIN
0.214 0.082 CL
0.679 0.17 CL
0.441 0.573 BS
0.707 1.135 RIN
0.556 0.259 RIN
1.199 0.122 CL
0.52 0.817 CL
0.642 0.095 CL
0.16 0.377 RIN
0.529 0.819 BS
0.377 0.687 CL
0.813 0.629 CL
0.415 0.639 CL
0.965 0.737 IN
0.383 2.03 RIN
0.63 0.405 CL
1.056 0.171 BS
0.494 0.447 RIN
0.304 1.326 RIN
0.411 1.505 RIN
0.743 0.353 BS
1.092 0.047 BS
1.19 0.82 IN
0.589 0.122 RIN
0.318 0.719 CL
